Crude Name,StdLiquidDensity (kg/m3),SulfurByWt (%),ConradsonCarbonByWt (%),NitrogenByWt (%),Distillation Mass @ X Pct (C)@ 1 (%) - TBP,Distillation Mass @ X Pct (C)@ 5 (%) - TBP,Distillation Mass @ X Pct (C)@ 10 (%) - TBP,Distillation Mass @ X Pct (C)@ 30 (%) - TBP,Distillation Mass @ X Pct (C)@ 50 (%) - TBP,Distillation Mass @ X Pct (C)@ 70 (%) - TBP,Distillation Mass @ X Pct (C)@ 90 (%) - TBP,Distillation Mass @ X Pct (C)@ 95 (%) - TBP,Distillation Mass @ X Pct (C)@ 99 (%) - TBP,AromByWt (%),NaphthenesByWt (%),ParaffinsByWt (%),KinematicViscosity (cSt)@ 37.78 (C),KinematicViscosity (cSt)@ 98.89 (C),CetaneNumber,BromineNumber,AnilinePoint (C),FreezePoint (C),PourPoint (C),CloudPoint (C),TotalAcidNumber (mg KOH/g),CtoHRatioByWt
Achinsk-2015,926.440712506827,24.6067858573689,5.82736878231129,0.209873657312239,-17.8131833296708,99.5044326843539,239.896662429235,398.590561979755,481.984170243633,561.500466133681,665.837148672756,714.976169629759,806.21746900998,80.4705292292716,15.0971035923056,4.43236717842274,57.2992918615153,7.64442822441154,50.2670610398152,,65.6393356114982,108.476407765513,31.1141309459803,35.3554481115508,0.121041644902212,7.22002915274994
Akpo-2014,794.689602545977,0.0705914624460584,0.732083478623119,0.0628248553502727,-16.24455065395,24.6797124176405,74.0319957189718,147.692241967915,231.447841036801,311.635863925248,465.560748030409,539.770950861863,687.654783301487,24.5711409232776,41.0117544643024,34.4171046124199,1.7573028543796,0.833437569080932,48.0343580998625,,10.9072775318534,-32.7698634504021,13.927942770478,20.8618176770324,0.0804319012832929,5.82952871403657
AlJurf-2014,874.431106416808,1.82695672068886,5.24192437862198,0.168953495696672,26.2367850166523,98.8568639127233,138.763062951895,251.728373571082,354.117492930395,468.885623448626,655.500148922533,748.288325875114,914.614065165936,42.1579423046285,36.7729977515594,21.0690599438121,7.05914911333451,2.02549206169594,53.5049421308344,,40.1985155966459,5.82325799130342,25.6013847715838,31.6228428475693,0.0556705765697563,6.65411668397689
AlJurf-2015,872.972556929962,1.8409263478945,5.36574181397336,0.146255078321504,26.4081620088444,96.1288656577071,135.041586356177,248.512058492105,351.41207984434,481.574376543827,655.699457951919,736.13897244237,885.38183890094,39.1224942692644,39.7304266870379,21.1470790436977,6.77137102006056,2.01032962388146,54.2132820772975,,39.9581056505241,18.3770833547438,27.1359755519757,32.6849433806754,0.0284941454845421,6.65893949332293
Alba-1994,937.762899432313,1.32211062240069,5.84773852766459,0.196514841534904,159.292817028008,225.625562279771,264.407311074949,363.170600981422,470.497570195058,595.448492857681,779.746511215102,866.765918536226,1005.91858960156,45.1136316704706,53.3901346708283,1.49623365870113,208.950655083803,7.7853062269412,57.443851709777,,76.4968750559715,1.0731699483693,13.9300971147434,40.7462521315051,1.12792962258153,7.4990639537196
Alba-2002,932.299295998291,1.18862134115405,4.61562171813524,0.226564831007588,123.671482180761,208.861672512281,254.256413254822,357.50206447409,459.75546561908,566.808668879521,718.285795298977,790.386373041259,925.151275426066,43.6928227906245,54.1364148356496,2.17076237372591,57.5107882851462,7.38119815238387,55.4477454570738,,74.8100186712095,25.9704551872406,-10.8253387913511,59.0570458549676,0.557564247413292,9.21797839113244
Alba-2012,934.718850101104,1.25432197092469,7.2964548710088,0.220452661147408,127.209058518671,191.66872595217,241.194849732,350.718784559039,450.253388555248,568.009018166856,737.938987536733,819.140732509044,963.333194279154,36.755820243433,60.6605355553858,2.58364420118114,74.735481797634,8.27927920440891,54.2860001727767,,73.3590465133654,33.1456030555669,10.8983403775364,44.0823713940105,0.935661350576212,9.31481506681956
AlbacoraLeste-2009,930.589169664653,0.565706997863399,6.18355989470547,0.34114932450514,67.0339025700953,148.456450817759,211.594168167868,348.470982501822,463.245837210797,571.239725830147,723.221338756931,795.973535777474,931.783013321641,47.245223626447,44.6896028468795,8.06517352667353,72.651555368675,8.06149580408277,50.1517374006867,,65.9257469714745,32.7417323024942,11.3999821517189,58.0913078357884,1.78668088021993,7.29965511760299
Ashtart-2015,870.860259522826,1.00229760101454,5.19411299713192,0.233022244970814,17.4614171169026,84.6080729542551,121.721566404468,248.007853999338,358.275743923535,468.225815050531,781.519484733437,949.416467583365,1161.72397090631,40.4841529010046,44.0177081294346,15.4981389695608,6.6515298282988,1.99058012875146,56.3991093101925,,47.7999482137688,22.8489163420841,27.6496472347579,33.2611273085179,0.0985142359461687,6.64528405719298
AthabascaBitumen-2006,1025.4087232716,4.50970388165807,15.6370202785583,0.5225,217.05794526251,289.364532708572,323.630818705246,395.617914932749,445.629074844501,495.717019630579,568.113050788129,602.775916183598,655.064626400964,98.3013017870236,1.48932296258387,0.209375250392537,"Property
KinematicViscosity (cSt)@ 37.78 (C)    410218.689234
KinematicViscosity (cSt)@ 37.78 (C)    410218.689234
Name: Bulk Value, dtype: float64",10.4832266379586,28.1367064675586,,58.8575437706156,31.0963699262219,-5.28122103664208,9.96679828666033,2.917,17.5173270782421
Azeri-Light-Supsa-2019,846.458826163691,0.147955613748668,0.735865688373271,0.113251382761167,4.26511182419159,81.8316268070613,120.955400458922,229.274959032144,320.21560434601,423.105584605367,575.274503776598,642.156429935017,753.098296314881,21.3641673715351,58.9227576439344,19.7130749845305,3.93702798465944,1.84168598393427,54.6122705608886,,73.1511214974216,-12.3281329263721,11.7614017503495,39.1774988871595,0.265074386375855,7.18135290202838
AzeriLight-2005,846.234057037783,0.147861600134468,1.40282268945223,0.0965664881408125,5.35712593384267,75.7143046227333,127.243190012766,254.365348543341,342.44026065457,444.619251604939,606.996336652202,685.605105803763,825.843807863801,20.74757240397,61.569046076141,17.6833815198889,5.27054329963154,1.79928231181603,59.7586628873572,,36.0867194633732,1.34341067659545,8.44779482803244,46.0107303176814,0.233089212574936,6.97735752663557
Bachaquero-1983,950.66292707168,2.40878613610111,7.84131452315219,0.058,59.0369567685186,148.736642261614,223.668758851715,366.398735292591,473.849022634234,582.223236598778,742.413601141138,818.38486591318,951.088222936526,46.2719976427711,47.8211425590346,5.90685979819426,76.0729291108127,8.41675752309758,54.027784345256,,78.2987886957915,-30.102951821454,-32.4116288084491,-26.6298063459819,0.729981069295229,10.7694485789537
Bachaquero-1992,953.017323407226,2.47046280906852,9.90913308493958,0.291822804041202,53.0956412072086,173.408908380977,245.876768097654,379.917873547345,480.75801077709,581.439166260818,722.310692355194,790.727603905626,909.087877456123,50.1616847702586,45.573437207963,4.26487802177832,240.224577563705,16.5937777970778,48.4132204624026,,64.7240945957798,15.2637145874175,15.9738415187755,55.1646840416158,1.96718118816705,10.5332852055724
Bachaquero-1995,983.109653920691,2.80038740871755,11.9740025754169,0.305650642970297,125.167776331815,234.249721444228,280.349473822358,388.505041919098,522.44323955082,666.944758348709,876.20331747808,976.400671869743,1152.49250619862,45.6648472627691,53.207214175107,1.12793856212384,1357.29492271765,35.2095130332384,49.5082727494908,,89.9145950024524,18.2920194635385,34.4385212839917,81.4449212823501,0.936551007135891,7.8499929937599
BarrowIsland-2007,840.798849381176,0.0480361763228255,0.648225890400222,0.0230295491561015,47.2965648642444,86.7467125048685,112.351669818283,175.688096955612,237.313059080247,300.947600928565,403.047507378125,477.230031146103,603.156542770541,25.2108031034764,58.0017241014083,16.7874727951153,2.22452162606325,0.966332823022849,39.462545253501,,57.4222944184612,-29.2477242165996,-20.5629481266151,11.2456172371489,0.0423776243283388,7.69577224567457
Basrah-Heavy-2021,905.234491209034,3.83251938094951,10.0159237151192,0.184661733324607,18.9472460635641,79.3758228693407,133.153094234887,294.912271281165,424.177917966921,554.019589385536,738.66967100128,827.431538077192,976.047588779435,70.3643608886318,13.7170391855822,15.9185999257859,17.8165939586526,3.66722585485989,50.2311421310249,,71.2495813871811,-4.21895187567929,7.19057714301618,12.9704681416441,0.111852364526798,9.68622997107379
Basrah-Medium-2021,875.916093593738,2.92895850968535,7.12132763318966,0.147052763274803,27.50070260132,73.3730556383097,115.551297304901,252.306719527089,378.184802249821,508.78443723557,703.122108566261,793.457158839367,935.916982236681,62.0814642345772,18.5216351326874,19.3969006327354,8.47049871636732,2.32707942301338,53.4388317833231,,73.4388203211402,-9.63008497923175,7.51567169544109,14.0377239571793,0.111854115153031,8.52334276595059
BasrahLight-2009,870.939151750227,2.97589119772547,5.56548758665496,0.129206163854405,4.81778954867258,72.6808473533219,111.422757226499,242.059223592221,370.859333391823,520.125644501276,745.604828457186,856.052639888989,1051.57273523079,53.4023027854598,21.2822475002704,25.3154497142698,7.11490361467519,2.17176110444286,54.4205190983654,,73.1811769823381,3.26072248270367,-7.23062299325539,37.87936352833,0.0687189532419523,8.11463520181905
Berryl-2011,829.201155476326,0.401637308160041,2.00651996377529,0.105005824980186,11.9281329426663,53.0782034376834,74.188042958356,163.241029625783,267.292908504085,385.570577188481,566.245164645059,671.349814785319,780.658034461313,48.1848273399321,32.8379053769217,18.9772672831462,2.51962586991542,1.02015185185053,48.0735733311874,,70.7208256362465,-23.3498959228234,9.24695400662603,32.634097655437,0.214664813166619,7.07900012815627
Boscan-1983,996.204285112738,5.51070765435555,9.25109842657482,0.058,134.889615923342,241.036667727527,301.311696207768,436.555297782735,521.351392560342,610.56129981789,736.416492585694,798.705569220073,902.038563875907,93.6750834002638,1.73054458267723,4.59437201705902,1140.75273888056,34.4537824761938,39.8375895824324,,52.0132453670499,51.2483204848944,17.117130482882,42.6127254028806,0.730000000000001,12.8952677034796
Bouri-2013,880.904842039878,1.64307793302224,5.70828894304257,0.152672395063415,19.6081202686572,96.8999774943431,138.728425573947,266.098287580342,362.668977660903,471.990312529222,921.50372567141,1111.81306586049,1296.95776802715,38.576121365612,45.2098675158265,16.2140111185616,7.82381316049678,2.159701692938,58.7246604955202,,56.4589611272188,52.9697148543553,25.8033206095234,45.9836221146569,0.0753597479685479,6.77598330833909
Bouri-2015,889.451599872887,1.74080658357658,7.07456156048775,0.132762234060821,24.4774370913567,95.6719603837209,139.192450552437,277.021743294632,386.923706876095,523.126819639428,688.944513000316,768.026001795632,913.189988054472,42.7067868483602,41.8681360522608,15.425077099379,10.9840119913597,2.9000365010213,52.3485933268073,,48.4491004577278,32.0580534727724,29.0779660414275,53.1641750811739,0.0412846352271335,6.84647143925705
Bozhong-2006,951.604950509152,0.303615253413238,8.37628856813681,0.500473907077447,158.533520921617,246.466031250288,300.506984887179,411.247953900019,509.343065837699,621.63267292096,787.793648202652,866.474220867343,1003.31490023523,23.6498297561249,73.8785895341673,2.47158070970783,630.917938475048,27.7725140969067,58.4666559556225,,86.3040495420091,46.9323909111442,20.2736448853231,48.1324917253528,1.39840883996366,10.0350978368714
Cabinda-2000,860.533466456468,0.12433595920449,3.8519409368343,0.182783097522389,-3.77838688073302,86.0056268745226,131.472684158878,275.774846901389,397.854472376516,527.38764373184,713.841193025782,803.13256748294,961.152862744196,27.8616916167841,56.0633209829532,16.0749874002627,9.43623825892321,2.97867038330933,65.1557216426195,,50.233447640389,11.3053808151094,32.7509845821949,38.7179762698833,0.208283836606332,7.20953718253017
Captain-2010,933.016168288379,0.636786620560192,4.04139266112224,0.204795324138855,192.143936712269,243.853444342489,281.605377346875,371.94894248005,451.906939559204,545.361531635098,682.814701447263,748.133787013109,861.544074805256,22.0192037105451,76.677605470197,1.30319081925792,67.6768829315977,8.05301706248607,56.767606561666,,76.8609566040987,31.9221189262979,-12.2958641879497,46.6832291984535,1.50600324033842,9.79867262516103
CerroNegro-2001,951.648645619864,2.81488511125017,8.23721741144456,0.261533600425869,20.0226956129961,186.712363584328,249.436448753391,333.052908797388,410.825015582156,503.152924966523,881.381328860667,1047.73313468917,1177.39811189474,50.6630270402673,42.4912518084569,6.84572115127581,124.166823281525,7.28406266037296,44.1313515208305,,70.2842227460608,45.016893481903,17.488452366632,52.5846527009991,1.26462884547781,7.30977314100805
ChampionExport-1983,907.020056804983,0.135776620072172,1.19155695862131,0.0592064675114414,83.3774295505986,142.04784029354,182.961358866175,253.210223869291,297.595888364323,364.60773167932,480.210916153876,535.343847303841,626.678022360957,36.1721477436978,58.7016135024103,5.12627749061149,15.2806563868454,3.06981641516408,30.6911182812189,,72.9357196361667,-4.70890329609296,-1.78251310984325,24.4776089650475,0.143986605287513,9.90465822528677
Cinta-1983,855.957788009242,0.0741691840312298,4.25602067973564,0.194297321809523,53.1131249379882,134.425354494379,197.453128293778,390.414039150081,499.537332349107,607.195207335659,766.455295762467,842.031884519149,975.164780539725,55.4599577132002,28.7311044400288,15.808937846771,"Property
KinematicViscosity (cSt)@ 37.78 (C)    14.183399
KinematicViscosity (cSt)@ 37.78 (C)    14.183399
Name: Bulk Value, dtype: float64",3.65210162152198,81.0322054538536,,160.157010527045,52.9220802540827,49.0672382623812,56.8522820718831,0.299991981281586,6.55022625784611
Clair-2010,909.569940248528,0.571703437231005,4.65294477773139,0.258459994095118,54.5414125983543,118.48124408685,173.478044951204,314.216814826457,419.083670184363,538.317704112226,769.977046059729,881.735326637749,1073.55883810032,37.0222569497099,52.5077243130783,10.4700187372118,26.4686650757632,4.72429749985641,54.3720257900182,,70.199332266166,25.0773077342981,262.357175175145,436.042405497174,0.768599230538856,8.89966364890473
CoCo-2008,870.355287442908,0.148766314165958,4.41167842339884,0.195818134917613,52.3755527245968,110.546290584418,146.404515103146,290.59858816827,406.490101727035,545.419070673106,763.912659436414,867.859072584238,1051.58869133543,32.2353632890776,52.6427407609876,15.1218959499347,11.310978900389,3.26823327614893,65.0418097605808,,86.1832364412,22.9405437414746,34.3689347355707,44.8317161790402,0.0964816708307385,7.33615439055782
ColdLakeBlend-2011,926.486483094774,3.54664314601755,11.5686755889288,0.35524688933611,39.204997395738,59.2321117994265,94.0455296281644,327.820075769575,456.538755007209,582.319742044021,725.958995112284,768.177886121037,806.854381172958,81.2004233425869,8.92978536037981,9.86979129703326,42.6784488454373,5.08635959197253,44.1982615203032,,57.4252076789546,-10.3299240231171,-26.3251902846056,5.69890218599915,0.713523467055657,11.00554834317
ColdLakeBlend-2013,930.689605121313,3.7832524636281,12.0064349931641,0.387691875516363,38.0598538621053,58.4892485878898,87.9572548200944,350.821733229162,485.291919521376,598.391703452148,730.298562857774,769.360883688777,807.058399682018,63.5565005437273,21.8831677125732,14.5603317436995,118.682728828274,7.88743566442315,45.0759619553603,,65.1027654482248,-6.22975125688083,5.24372347172857,21.6747675203156,0.825454008257062,11.2576960052516
ColdLakeBlend-2020,930.872893912138,3.81772273907805,10.2731477838552,0.31744865496003,39.651869278588,67.2951800144471,121.017624104063,332.738421461711,453.106346848937,578.119725383038,758.754569653198,844.818768328822,981.453677591127,81.5235378321294,9.51672842512431,8.95973374274629,87.3630178444727,9.75278986887218,46.4307343045909,,66.6537208358064,-10.3986207867564,4.67624269293867,9.56058284108187,0.422411133020637,10.5496883255144
Cossack-2016,783.119059262749,0.0307259060767967,0.339761077977794,0.0186922833255124,-10.5663767537552,43.4862856123326,65.0506038584246,124.224999415932,184.084266765472,277.924444857147,380.692240667642,452.893852700965,584.541629137657,17.4436689074334,47.3845671313706,35.1717639611959,1.35883847724508,0.727975152034752,45.8878666268074,,-0.928148596811752,-53.5289970954477,1.49924630643113,24.2203315509181,0.0151560117152833,6.21760105877287
Dubai-2001,873.720278933105,2.08245775861813,5.42767196690846,0.174276230248825,17.320183449992,62.9216871538796,98.8128515130609,238.183162081867,343.542098935295,468.208794433509,682.647868067532,781.61419322419,954.822216657006,62.8562200539588,19.8054456042516,17.3383343417897,5.87868762688791,1.80358473006942,48.954995225782,,37.7483995614243,-10.4981016418001,9.2945782283881,35.7905431952276,0.0499999999999999,8.36571500344052
Duri-2012,930.493982856179,0.208845874783876,11.7581430040905,0.364664895630674,108.98184823657,193.141924523661,256.488205841068,392.852810410684,531.823951793989,689.282243384915,916.498309797495,1025.10362575648,1168.46825785189,24.7269985492126,72.3175610406029,2.95544041018451,173.690347869709,15.6001449751836,58.3320504513723,,90.7052372314848,55.2071478909091,28.7536373489829,50.7062478759402,0.949469907516219,9.60335837940073
Ebok-2015,930.301560737901,0.389290265599135,4.55314023109747,0.398061808888801,57.90131225596,146.477444334976,199.29950354086,305.143619197801,388.70761545467,473.620737511765,655.491212831787,727.902957042116,788.96902401164,84.0621233175525,12.1975465779352,3.74033010451225,54.9063213663216,5.76868044241686,42.4156126959391,,56.2898035116555,-6.62838176280121,2.81384342838027,31.1705709348185,2.82297321983363,10.3260529407187
Ebok-2020,934.344251054069,0.39632383395318,4.92684735921594,0.467826139753343,62.7082562481405,151.327698896694,203.354152823341,308.797763624692,392.496485662434,483.347209994623,630.05894601452,696.599738566912,804.054046161118,84.7146797722575,11.8212205949725,3.46409963277001,108.417239532914,6.73320817009825,41.8660621324515,,57.6598578194369,-38.9527069361145,2.90875731358437,8.03615238345702,0.15297489373442,10.4543676249806
Ecocene-2011,942.659820157857,4.99855788483574,10.9338122211382,0.189673906452195,55.0239745040503,134.668012922851,197.821384035673,358.453865426393,489.960345091862,640.126190666293,858.24949143564,961.540641200228,1151.42075197582,65.5358170738148,24.6097342839286,9.8544486422566,85.0774297985944,9.11711264823905,53.2350331358576,,70.1796782152974,27.9197820900504,8.37464238732758,41.8118515063679,0.171950445957031,9.91687876449561
Espoir-1983,863.426308564884,0.312520612350963,1.60153482536582,0.106098940163239,49.4536919340388,100.58348804604,131.64839279515,237.434804922802,324.937563958427,428.716230793074,576.501850157169,646.564910064904,755.921651598791,23.044219181313,52.7029701118615,24.2528107068255,4.90787975794702,1.6527116813425,51.6916068719281,,76.3328507144739,-3.97098986867229,6.72989181069033,33.794147568664,0.137409430982701,7.75228177855154
Frade-2012,932.688895294238,0.712956943869071,6.58144961506192,0.438605566262241,73.2400535544166,156.238500060303,209.048988648818,337.842308472413,432.985213949933,549.273507460038,725.581740529799,809.415328380586,954.535851228381,40.4687204919309,54.5674614642722,4.96381804379692,36.8973657076316,5.7989509055778,49.709269237235,,66.5694094928529,22.7637475465332,1.50450301526348,41.3211126481004,0.843554755358638,9.84946476606205
Geisum-1992,932.365664162881,4.02328886955737,10.8217916071207,0.274534986829098,57.6759113004058,127.351069368263,184.310821939412,353.489443272156,511.68861484182,690.288625284428,949.669682073322,1073.0526189059,1272.47029747207,52.3360327911982,33.1882189184839,14.4757482903179,88.8090877727637,9.21973329391934,58.8600266022224,,87.2330138955321,33.1167432584711,42.6323002168879,70.8994250033435,0.233040641213919,9.06541564359022
Gianna-1984,1020.18944999847,7.81164521908155,18.2955435327199,0.246869766473842,64.7694296259494,179.56660680236,258.524868697337,472.749271811867,668.748638969429,851.025573707811,1097.71294795754,1207.13463428629,1324.39767378685,90.4819376699387,1.26663512226109,8.25142720780017,1238.05696338558,40.6718631682166,5.05077005638048,,121.201143911308,42.9053945256362,24.1909305584863,35.1393642286638,2.35,12.9373851111657
Giaurone-1991,978.937969170634,7.65380034002901,14.919574348763,0.271197158922029,89.1331357637414,192.885651279056,226.114729029895,341.687137221083,434.906506772118,520.90465095851,645.078018462346,704.694548317445,803.341741947144,43.637537890449,3.59951353894143,52.7629485706096,164.692178755371,10.1129850259753,35.6362029723555,,56.7725861853763,22.820678039807,-8.74588459286025,31.3010068465535,0.747665674659109,12.9210628052018
Gippsland-2021,753.604496096164,0.0445985932291904,0.303298172415517,0.00188912410227499,18.7638782035062,42.5529121580673,50.0379606079771,80.6941140756844,142.034476704066,242.784200725073,395.168012621031,453.92523866287,545.34814528578,19.6979537780356,44.204347452655,36.0976987693094,1.25250129850896,0.671916984845661,48.2132821148432,,59.5272338161658,-49.8897085424233,-11.6746776851099,19.4142485015284,0.0397116154305024,6.07484009765088
Grane-2012,938.999459107865,0.829630764836376,5.52011829030497,0.276296022980871,78.9223529615448,189.607015017812,237.17098143586,339.345428414031,440.252825530707,539.750687308018,687.163744075762,757.080067656875,877.370673008736,41.5452944688861,17.8925855551402,40.5621199759737,62.2939331072996,7.64140958506775,43.6247564498394,,73.3598413144373,4.67903307486375,9.8064543820937,11.7410083925205,1.79295193354978,9.89639737017071
Grogon-2021,764.46771526062,0.00830781539948477,0.0218754629880148,0.000423176800673034,25.3603631522711,46.9987095957807,56.3803534845058,88.6328015290363,135.189076958745,182.557713945545,298.448149849073,355.0672937273,527.157040497925,29.3929121682875,38.8511010145094,31.7559868172031,0.920206417521827,0.48102029581039,36.9964368934409,,54.5542260641469,-82.6763616113054,-38.2392052614303,-25.7048419895164,0.0169140755503931,6.24445939773504
Hebron-2018,931.044035363595,0.791546999586846,4.78855726266407,0.244641781343414,125.722389161961,214.735788692419,256.693073472867,357.08430734254,446.929903928675,543.061794866172,679.552060611705,744.888444321383,854.723000483565,27.2128989897456,71.4250475914969,1.36205342069783,85.9189584866366,8.78065755825966,54.2079236427024,,77.7507879755477,34.216276804749,31.9515656774746,48.8847766844816,1.11720673939478,9.14112987093285
Hibernia-2011,853.415959366536,0.528653758996534,2.76699449754553,0.138687425623943,5.70640189359153,72.897918907498,109.755634664433,226.597317846544,342.073371251868,452.678750076956,666.694101610394,769.23778234609,951.752580615619,35.2516480481976,44.1589707718851,20.5893811799173,5.46776872160329,1.88368534019795,55.3444957172244,,76.6887085444679,2.74394362258829,19.5918003405592,36.8038349000172,0.0400000000000001,7.32935818062459
HondoMonterey-1983,936.059266158639,4.87592164261936,9.60544911262505,0.650647113870993,97.2609176125819,139.71937576116,164.710167323679,331.390974961086,506.961938161627,670.041078792898,783.665419207301,801.612555089185,819.189187630329,78.829940956941,7.72212705535423,13.4479319877048,"Property
KinematicViscosity (cSt)@ 37.78 (C)    194.980986
KinematicViscosity (cSt)@ 37.78 (C)    194.980986
Name: Bulk Value, dtype: float64",14.3163787843831,52.3961941045624,,78.0733244676472,25.1305627266505,2.42028423175941,43.4378950686387,0.43,9.84268493479792
Hungo-2020,879.799246857877,0.652173455169579,5.05240459616731,0.249137771161253,-6.31723802127772,78.5926127854156,122.343019415552,264.765949222877,382.93174616231,501.212621902227,669.543803408831,750.781906702297,900.224172005139,43.6283739112766,42.1053325494086,14.2662935398129,10.3463480004917,2.84255016862455,51.033172807999,,69.264786782595,-13.4523209100006,16.5305146684984,22.9369936243306,0.396255391330227,8.33626551212733
Isla-1999,989.256425552061,7.31967694226456,13.6832955179838,0.368530563026282,54.08050413581,175.058296953409,236.63415814308,396.189295712987,549.810928566441,699.185817679344,914.923207441237,1018.07045547404,1163.83949629819,56.0735480489763,38.1317546889344,5.79469726208922,5095.58777159183,50.7434144265253,44.3451877827462,,89.8936326385508,29.3105204032868,37.3242091282341,85.5480068409772,0.607473430512072,7.95623225539678
Jatibarang-1983,879.846030218068,0.07,7.53,0.074275,75.4163627790462,125.307473711396,174.740575223529,355.26320629231,482.872158687762,614.0753058296,805.614116668936,896.827650229383,1051.88684166095,17.3011334333598,74.7734970693078,7.92536949733241,159.604769828431,12.1861520421783,64.0839684232945,,76.6650110771305,47.2181053996639,42.7378416529462,64.7519059593239,0.3,7.3836051168229
Jotun-2005,817.303022930847,0.189460930952849,1.70896732597644,0.0561097821881756,-8.04779327971306,46.6569687376867,71.5020668572797,184.481779615716,286.180221259189,387.53692370284,543.06624155585,658.667797381356,775.306528919868,38.8496356358263,39.9864166950522,21.1639476691216,2.47384706772334,0.884022683392428,53.8420579663773,,74.496366367158,-21.6372334031478,13.2559474490035,29.1714797492313,0.0700599002218555,6.58950745715714
Kayarah-1997,957.238273898524,6.52939663904206,15.3347819181792,0.201731120984427,19.5136730904654,117.574498215644,184.511522254761,357.617317465111,494.456236056735,625.028033884621,817.452307169747,908.650990162436,1055.69200872857,65.6002426844091,20.2812954713626,14.1184618442283,76.2155739404773,13.8486658813571,44.0756024188855,,69.6582115922905,21.8208599329073,45.990486749572,84.2460958617551,0.314319397779659,7.66119131167952
